ticket,time,dttn,ebit,interest,dna,capex,wc,debt,equity,value,TA
VNM,2015-03-31,8930591057577,1913197170966,8131520374,266697914650.0,183960990838.0,2638846871675,1266539607700,21261450157182,22527989764882,27003064354813
VSC,2015-03-31,242806094061,71272099146,61856217,0.0,19991281856.0,-65284800738,9573600000,1108949294394,1118522894394,1552048357497
VSH,2015-03-31,129218467373,84946793382,486560831,19425806907.0,17808369.0,255510063526,392164018672,2735982444703,3128146463375,3678962724225
AAA,2015-06-30,377678173960,11828886435,5519155453,21746759748.0,74620649270.0,386539011984,593100822275,789180777196,1382281599471,1536809645306
ANV,2015-06-30,578103735183,45206935642,37070990825,0.0,20000000.0,1362940138166,1621315700077,1314465548728,2935781248805,3388617930256
ASM,2015-06-30,219685467438,23520515237,4071325463,0.0,-0.0,1335518767647,634589269123,1290675949048,1925265218171,2219538568196
BMP,2015-06-30,736737385124,212410229579,1929133122,16055844860.0,52074608377.0,628481980894,61400187000,1840076533720,1901476720720,2089905841748
CEO,2015-06-30,127458588048,40508239964,2196916999,0.0,-0.0,709286946667,526506150084,951234035700,1477740185784,1731549251615
CHP,2015-06-30,154724007233,90083721816,35406805428,0.0,113425275.0,-106660772728,1530223490334,1446570325194,2976793815528,3230637346989
CII,2015-06-30,862609907426,538135864859,148265723543,0.0,744539146912.0,1663909730496,5408512340841,4569203211954,9977715552795,11733927363707
CMG,2015-06-30,761833420922,27198339124,6960598180,19469761561.0,32082584104.0,213822105886,388112690906,1000905356152,1389018047058,2024813163388
CSV,2015-06-30,413731635185,34032171478,1912754910,30166250882.0,4307311791.0,225518392041,184748306017,591665884749,776414190766,1025883592694
CTD,2015-06-30,2813020216288,203483459036,0,10300603638.0,83098546074.0,-101153878379,0,2703225437760,2703225437760,5716509125236
DBC,2015-06-30,1535182110382,91680121467,26503906164,43117710050.0,92172127176.0,1640532719976,2000699533310,1835265437644,3835964970954,4532388154999
DCL,2015-06-30,174697043679,24979757291,2851385215,0.0,-0.0,311932488807,164594747695,335629222414,500223970109,607055982858
DCM,2015-06-30,1793597058155,316993958307,62185033969,334465307978.0,78543067895.0,-1275049761119,7504365585410,5999990863834,13504356449244,15246233855058
DDV,2015-06-30,731829504441,30706372445,13655759488,0.0,-0.0,627863643753,1060593814483,1477937755618,2538531570101,2887857635371
DGC,2015-06-30,599759983436,93792265934,1863902416,18103323521.0,43230881850.0,448657903660,258957346263,723417479182,982374825445,1619367503263
DGW,2015-06-30,1162656232717,45098932999,8247055554,0.0,-0.0,902252432125,446069246113,588245433651,1034314679764,1538624243152
DHC,2015-06-30,161865762448,28179543767,1150376392,0.0,3308364656.0,125324594220,77473883165,273963672283,351437555448,411590367041
DHG,2015-06-30,836959158826,182200562897,2000485791,23752436971.0,8737085304.0,740023807995,266060329532,2223789199335,2489849528867,3059588021996
DHT,2015-06-30,226230261976,15412392461,4006243525,0.0,5889624553.0,216627969762,143103560458,160420263404,303523823862,389737545275
DIG,2015-06-30,214504541853,25202288428,2214849181,0.0,4186894669.0,2183903193908,1412259374590,2390346627322,3802606001912,4869155094087
DNP,2015-06-30,226457916425,29577268573,5661970553,0.0,-0.0,262567841536,299896016689,157836889724,457732906413,509917273370
DPM,2015-06-30,2889355404876,372931498659,620234801,66201826229.0,163333149509.0,1120723510891,142352526643,9067435649757,9209788176400,10158858737210
DPR,2015-06-30,202368932723,94422170527,87964317,16951173462.0,60447423595.0,74428608530,229210475000,2653637935406,2882848410406,3295956777814
DVP,2015-06-30,191199962179,76525430970,1422533817,0.0,8276100500.0,52672833781,109976237280,869350906241,979327143521,1048352770333
DXG,2015-06-30,277374785287,164403288920,86269073,880865215.0,1278524036.0,582849495313,244986414454,1526177394723,1771163809177,2969951329160
ELC,2015-06-30,159232489468,-60305881,751797469,0.0,4682378342.0,288354159208,117693402743,635430307917,753123710660,1057158255405
FPT,2015-06-30,9438871193291,770666699065,65642153436,182982029906.0,439082638012.0,5869694488843,6340683474207,9924212429284,16264895903491,22581606338389
GAS,2015-06-30,16044832800343,3412116282401,39319330946,803947319526.0,975639508260.0,1831548590677,5561583871515,41547381581869,47108965453384,52837549701521
GEX,2015-06-30,2339440471160,223444662203,23357537914,0.0,4734108480.0,1409066971861,914511250458,2738489303663,3653000554121,5291083810401
GMD,2015-06-30,915542034617,205791061805,29093261626,61988331828.0,31610919017.0,417666438969,1816996439997,4807681036682,6624677476679,8475983951488
HAG,2015-06-30,2345218236000,840640789000,240085190000,73790970000.0,1527873927000.0,6445333984000,21438042369000,16035003593000,37473045962000,42884606284000
HDC,2015-06-30,72202077031,10987665861,4538359499,0.0,120896111.0,774428788268,352782188406,597524984339,950307172745,1127566310068
HDG,2015-06-30,134815507411,11515996330,-2022760057,8374313603.0,32394062236.0,200219077828,109368781238,1187184537996,1296553319234,2588946706008
HGM,2015-06-30,30447365150,6079179677,0,2245752255.0,-844387178.0,-17022341722,0,206827640430,206827640430,267394190316
HHS,2015-06-30,1461481633029,163844515359,5654177776,0.0,69005455.0,872947475228,83100000000,1503725854394,1586825854394,2055799122318
HNG,2015-06-30,1654593796000,593532028000,85809852000,75916278000.0,929490252000.0,4651999247000,8352997815000,9200098467000,17553096282000,20696790692000
HPG,2015-06-30,7774413038924,1459624923659,51860489071,301511273280.0,1572159539157.0,5213773684992,6493239975726,13109319294222,19602559269948,22967627197970
HSG,2015-06-30,4864508503622,363331011435,43224361977,131140650750.0,211203888083.0,2998324744384,4708039492195,2683212010459,7391251502654,8281862644811
HT1,2015-06-30,1981316867030,296088388814,108308115259,149799021792.0,22891253029.0,65048468561,6900371818256,4084585078295,10984956896551,12448732851888
HUT,2015-06-30,283751867819,40414269896,21189919652,0.0,517481757450.0,326981386502,2668428033966,1608847687339,4277275721305,6596187210475
IJC,2015-06-30,185406966610,56182896920,25490547351,9178714362.0,201700000.0,3454518430425,1858961363741,2899440251733,4758401615474,7380352941541
IMP,2015-06-30,238229040124,34083029358,36215274,9462820936.0,30602660153.0,387948364934,0,874912747994,874912747994,1075108694725
KBC,2015-06-30,224604950555,116813175115,12485797088,6582769899.0,14286796719.0,9526740869466,3136245666987,7684952270577,10821197937564,13673528095675
KDC,2015-06-30,7658070810536,6470386565745,11557560617,93307993172.0,38756593635.0,6794233143109,1104882444160,10683632173185,11788514617345,13764704278247
KDH,2015-06-30,305869915000,66467931000,1230089000,784539000.0,4646187000.0,3215319554000,1361679073000,2484619512000,3846298585000,4267587126000
LGC,2015-06-30,153603732098,72679864974,43464040842,0.0,218791958711.0,608979700453,2994103464262,1509113908821,4503217373083,5974406494790
MSN,2015-06-30,7248924000000,1722536000000,970889000000,444448000000.0,1131942000000.0,3431114000000,36852891000000,25951238000000,62804129000000,71298649000000
MSR,2015-06-30,766546715000,144747169000,0,182736379000.0,433315675000.0,1028932731000,9413637650000,11546604865000,20960242515000,26017960235000
MWG,2015-06-30,5384175841378,295567138549,8730737161,45364594791.0,143414320833.0,1444210941771,667293888022,1935994534590,2603288422612,4022211903189
NKG,2015-06-30,1331889025234,82741806846,25958718741,27593342022.0,292940279268.0,438485380054,1551018406906,571199188245,2122217595151,3211880994330
NLG,2015-06-30,249580935925,39421335897,2254794632,3220470236.0,650804091.0,1902374118590,548355768146,2069060135423,2617415903569,4199140845271
NT2,2015-06-30,1798356125331,169503920062,44238249279,172501377215.0,333229909.0,816835934610,6277714122919,4515903738867,10793617861786,12036661615730
NTP,2015-06-30,991705898845,132700291853,12732800832,25933237275.0,83826936251.0,849901170374,797956127976,1531695617087,2329651745063,2722792858943
PAN,2015-06-30,704529847511,90823494587,4262867977,19421846304.0,30505487277.0,777681862975,448457469754,2715836118496,3164293588250,3631638637687
PDN,2015-06-30,81774265722,16169672231,2092767899,0.0,48304184312.0,2850733109,175651170192,311645381953,487296552145,553091939798
PDR,2015-06-30,130068671785,39671251378,379166667,165869675.0,7491757525.0,5409487158603,2967218246000,1520363452950,4487581698950,6585415395624
PET,2015-06-30,2896964694127,126764339598,21232395955,10815002267.0,23792493129.0,1890897081202,2264552601983,1583276824556,3847829426539,5407266800894
PGS,2015-06-30,1565662081271,67770450549,6196850256,57405980603.0,40010183951.0,-114080462598,493779124553,1095424223591,1589203348144,2842679939431
PHR,2015-06-30,287569765863,26273917986,7220261666,0.0,12582706395.0,131115419843,640220528459,2183789222201,2824009750660,3131371052621
PNJ,2015-06-30,1718740673379,12334920253,19651275727,7628720913.0,21175789836.0,1960148396180,1629603788072,1276321475321,2905925263393,3309340093366
PPC,2015-06-30,2337627757151,367401251305,29895584709,174806244743.0,239527295583.0,2700408789333,4323053039271,5608520905185,9931573944456,11131481892774
PTB,2015-06-30,748893858754,59843747387,6168453420,16088228996.0,45756356350.0,475821419772,538734852838,413922546722,952657399560,1172704336275
PVD,2015-06-30,3937146356320,771094840298,56332794786,363791498990.0,232336090126.0,759545318820,6713201222640,12877299982800,19590501205440,26289090944820
PVS,2015-06-30,7643301628614,782996450014,18458108583,240750532819.0,415472849657.0,-2659168027286,2460364104572,10836080647947,13296444752519,27350601198289
PVT,2015-06-30,1467077077879,130275558057,-1523458164,107375872164.0,55112069182.0,-194622620068,3706370989115,4069111894108,7775482883223,9708583016966
QCG,2015-06-30,65229980361,7865503921,3655305950,3461712235.0,350411642137.0,4320957427125,1881461485007,3938450389190,5819911874197,7566772284859
REE,2015-06-30,918320782311,322831657527,19975052008,33937145472.0,11500690600.0,495453778137,1053650273614,6238987082541,7292637356155,8578244290447
SAM,2015-06-30,498319233301,26122453498,6258562023,0.0,54631056282.0,1087514723188,677829259287,2417493520214,3095322779501,3329338864590
SAS,2015-06-30,512096066509,47602957731,485874534,0.0,-0.0,-5048117040,450410776247,1471497711362,1921908487609,2325096251077
SBT,2015-06-30,569821246900,98277865126,16691696593,23172507758.0,73732201580.0,1368754980698,1176489616507,1921583928706,3098073545213,3296585520076
SCR,2015-06-30,600442936361,187166516712,7598864751,0.0,-201725000.0,2827530270413,1461421568801,2743129461957,4204551030758,5414862253081
SHP,2015-06-30,112516182700,48952671467,32552048531,44447872596.0,1505328122.0,-155573291518,1563593168268,1064619627106,2628212795374,3138289584660
SJS,2015-06-30,170976123125,39536125992,2630912732,0.0,3227810239.0,1111735591636,1211816896894,1799293706528,3011110603422,5442822630184
STG,2015-06-30,298562383105,9578344383,685308245,1734901582.0,9950624760.0,54806042337,0,145346456730,145346456730,268906463470
SWC,2015-06-30,57367200321,21519756559,394185985,0.0,-0.0,-59580269938,68559008229,927194956340,995753964569,1113971238418
TCM,2015-06-30,736179433719,63999361991,5898559322,16280134186.0,113135733899.0,485061912475,966777029170,828312793773,1795089822943,2296249205718
TLG,2015-06-30,492430745892,80072714298,2483925870,9547709022.0,20838428904.0,385036422622,211972786489,763039012274,975011798763,1222036455980
TMP,2015-06-30,183182519251,96450973906,6447187602,33548282045.0,56138817126.0,160537536436,468893409827,1014871152352,1483764562179,1623597332892
TMS,2015-06-30,143088680907,46909315439,4050863646,9144916648.0,31775335147.0,21613942959,227276839206,815296513367,1042573352573,1119880844941
TRA,2015-06-30,502115799949,55190565896,341532000,-3206205056.0,-22773585467.0,320274257008,15280000000,856709410863,871989410863,1165620902219
TVN,2015-06-30,5449779907136,358338563157,74475109018,96880224500.0,12835066757.0,2405970901628,5439788088271,6308576849032,11748364937303,14973907564447
VC3,2015-06-30,143091067383,5737742052,0,2417551074.0,446000000.0,-87429404471,0,205029191405,205029191405,1275838871009
VCF,2015-06-30,626573943257,29091391221,1872573051,15143729150.0,94820002150.0,143354507040,380940185480,1518692274021,1899632459501,2347286107791
VCG,2015-06-30,1848055438639,222828865955,90479360599,168216095521.0,88004176379.0,2991419858516,5684832656939,7140423106793,12825255763732,22461807564645
VCS,2015-06-30,645659040471,141722614373,22206696422,0.0,29976039392.0,1470186266445,1647074987687,844864567683,2491939555370,2677622692192
VGC,2015-06-30,1854779152344,182143359607,39624502498,0.0,114395587863.0,1137385645446,2387278728996,3004404228818,5391682957814,12414711660200
VHC,2015-06-30,1738677691995,100533116898,-4136063048,35883686717.0,70911618406.0,2201707256770,2414788607684,1959419754044,4374208361728,4885659588918
VIC,2015-06-30,6694972419293,1156836122012,584927696622,313493652260.0,5484341508640.0,-2557824914876,34545288340932,30742270006152,65287558347084,110629640760913
VNM,2015-06-30,10692585752415,2629268344794,6783629838,271404668281.0,358878362441.0,2333047488864,1211650699503,21272281963424,22483932662927,27223661690599
VSC,2015-06-30,217430548593,95524621098,100522311,0.0,75979488814.0,-134284265847,9260160000,1309243084441,1318503244441,1598273510140
VSH,2015-06-30,151131464939,101193943192,2837882602,19617405003.0,355646750095.0,202720195670,845993444372,2815923646812,3661917091184,3883939609740
AAA,2015-09-30,474327744613,29224242255,6541008895,20877015225.0,70259703521.0,403909209550,580074309652,807324450237,1387398759889,1553833319587
ANV,2015-09-30,716590620322,34758823906,21513376815,29132907445.0,70000000.0,1436319562732,1648072952954,1324192933130,2972265886084,3330740724470
ASM,2015-09-30,263754144736,34960588595,580816391,0.0,76808924.0,1314652821520,817413898203,2402458442385,3219872340588,3562909981870
BMP,2015-09-30,767287392875,145015815962,1035130823,16083223198.0,19488865175.0,657882915715,61400187000,1954063574553,2015463761553,2289277542233
CEO,2015-09-30,48003544407,14558046031,237357746,0.0,184229622436.0,554813694152,639690859430,984099064114,1623789923544,2042084646648
CHP,2015-09-30,121732707737,47655035137,32170373912,0.0,5095860.0,-15209999081,1490223490334,1462054986419,2952278476753,3132158910930
CII,2015-09-30,785610937558,361852172684,75691909014,0.0,1115287588062.0,1854280737042,6672172612427,4646973831914,11319146444341,13144232290542
CMG,2015-09-30,892674876983,50646298387,6297588025,19417130084.0,34680037966.0,274029682761,431822752040,1032986960532,1464809712572,2005532804553
CSV,2015-09-30,393414218979,51071670789,1487475624,28400829131.0,6956814980.0,193483684070,114938624421,585625353842,700563978263,962132623259
CTD,2015-09-30,3849737292068,276541431294,0,12535987948.0,43140382204.0,-228034818349,0,2959237192649,2959237192649,6676645625767
DBC,2015-09-30,1567922158487,99774433968,19068325614,45406567978.0,51766122421.0,1456366429943,1747878155254,1908348859076,3656227014330,4327206742559
DCL,2015-09-30,164634796814,16154531892,3393935616,4901083285.0,10235747411.0,371327763258,218138845043,546663603929,764802448972,828213683544
